Data Series,2025 Feb ,2025 Jan ,2024 Dec ,2024 Nov ,2024 Oct ,2024 Sep ,2024 Aug ,2024 Jul ,2024 Jun ,2024 May ,2024 Apr ,2024 Mar ,2024 Feb ,2024 Jan ,2023 Dec ,2023 Nov ,2023 Oct ,2023 Sep ,2023 Aug ,2023 Jul ,2023 Jun ,2023 May ,2023 Apr ,2023 Mar ,2023 Feb ,2023 Jan ,2022 Dec ,2022 Nov ,2022 Oct ,2022 Sep ,2022 Aug ,2022 Jul ,2022 Jun ,2022 May ,2022 Apr ,2022 Mar ,2022 Feb ,2022 Jan ,2021 Dec ,2021 Nov ,2021 Oct ,2021 Sep ,2021 Aug ,2021 Jul ,2021 Jun ,2021 May ,2021 Apr ,2021 Mar ,2021 Feb ,2021 Jan ,2020 Dec ,2020 Nov ,2020 Oct ,2020 Sep ,2020 Aug ,2020 Jul ,2020 Jun ,2020 May ,2020 Apr ,2020 Mar ,2020 Feb ,2020 Jan ,2019 Dec ,2019 Nov ,2019 Oct ,2019 Sep ,2019 Aug ,2019 Jul ,2019 Jun ,2019 May ,2019 Apr ,2019 Mar ,2019 Feb ,2019 Jan ,2018 Dec ,2018 Nov ,2018 Oct ,2018 Sep ,2018 Aug ,2018 Jul ,2018 Jun ,2018 May ,2018 Apr ,2018 Mar ,2018 Feb ,2018 Jan ,2017 Dec ,2017 Nov ,2017 Oct ,2017 Sep ,2017 Aug ,2017 Jul ,2017 Jun ,2017 May ,2017 Apr ,2017 Mar ,2017 Feb ,2017 Jan 
    Cultural Services,101.548,101.407,101.043,101.018,98.928,100.174,98.972,100.568,99.931,99.75,99.523,99.51,100.137,100.448,98.981,99.004,98.818,99.066,98.795,99.106,98.633,97.904,97.06,95.16,94.128,94.108,93.489,93.624,93.982,93.835,93.835,93.599,91.972,92.325,92.231,91.644,91.519,91.54,90.166,89.779,89.779,89.549,89.061,89.207,89.664,89.037,88.545,87.398,88.53,88.411,88.217,88.188,86.911,87.939,88.161,87.804,87.737,88.058,88.058,87.588,88.936,88.954,88.12,88.248,88.353,88.734,88.635,88.773,88.008,88.113,88.138,87.762,87.762,87.762,87.37,87.364,87.141,86.892,87.277,87.272,86.56,86.562,86.553,86.248,86.442,86.444,85.886,85.849,85.827,85.686,85.67,85.67,85.211,84.835,84.731,84.786,84.883,84.883
"      Services Provided By Cinemas, Theatres & Concert Venues",100.983,100.453,100.453,99.914,99.47,99.533,97.896,100.229,99.691,98.746,98.746,100.657,101.794,102.872,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Services Provided By Museums & Cultural Sites,105.621,105.724,102.572,102.915,86.881,102.711,96.393,103.332,101.62,102.482,100.775,96.586,101.868,101.868,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Photographic Services,100.039,100.039,100.039,100.039,100.039,100.039,100.039,100.039,100.039,100.039,100.039,99.882,99.882,99.882,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Cultural Services Nec,101.322,101.322,101.322,101.52,101.276,99.979,99.979,100.243,99.628,99.61,99.546,99.416,98.742,98.742,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"    Newspapers, Books & Stationery",100.633,100.61,100.223,100.233,100.169,100.012,100.081,100.094,100.098,100.098,99.779,99.738,99.738,99.738,99.329,99.329,99.321,99.313,99.316,99.315,99.313,99.285,99.285,99.36,99.36,99.374,98.669,98.701,98.667,98.049,98.049,98.049,97.863,97.822,97.611,97.505,97.482,97.432,97.44,97.284,97.287,97.252,97.243,97.244,97.111,97.079,96.888,97.004,97.004,97.008,97.057,97.13,97.057,97.037,97.009,96.622,97.08,97.274,97.187,96.214,96.501,96.459,96.181,96.459,96.357,96.459,96.414,96.544,96.415,96.436,96.335,96.377,96.522,96.531,96.297,96.276,96.253,96.243,96.276,96.184,96.223,96.278,96.272,96.028,96.269,96.128,96.18,96.248,96.25,96.078,96.105,96.103,96.157,96.205,96.203,96.193,96.376,96.376
"      Books, Excl School Textbooks & Study Guides",100.922,100.827,100.462,100.5,100.249,100.174,100.469,100.521,100.539,100.539,99.261,99.096,99.096,99.096,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Newspapers & Others,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.01,100.01,100.01,99.995,99.995,99.995,99.997,99.997,99.997,99.995,99.995,99.995,99.97,99.97,99.97,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.79,98.564,98.632,98.632,98.632,98.632,98.632,98.841,98.841,98.841,98.717,98.817,98.817,98.815,98.812,98.815,98.703,98.703,98.7,98.822,98.861,98.862,98.862,99.232,99.232
      Stationery & Drawing Materials,100.895,100.895,100.239,100.239,100.238,99.93,99.919,99.919,99.919,99.919,99.919,99.919,99.919,99.919,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Holiday Expenses,94.7,94.131,101.881,99.025,99.129,102.314,102.51,99.413,101.845,100.421,99.646,98.89,98.126,96.8,103.408,99.184,98.539,97.034,97.692,97.068,95.854,94.443,94.799,93.011,91.585,92.035,95.554,92.416,91.397,92.077,91.236,88.826,89.736,87.191,85.268,84.78,83.703,83.964,85.848,85.473,85.145,84.952,84.364,84.128,84.367,84.128,83.482,83.615,83.688,83.243,83.665,83.24,82.879,83.211,82.961,82.532,82.798,82.78,82.393,83.158,83.756,85.285,87.536,86.26,85.8,85.033,85.068,85.395,86.874,85.365,86.405,85.586,85.689,84.238,87.444,84.938,85.263,84.407,84.086,83.847,84.688,83.024,83.112,82.353,83.783,82.507,84.748,83.386,82.906,82.175,81.889,81.527,82.69,81.311,82.187,82.147,81.729,82.707
      Hotels,97.36,91.763,104.241,103.31,100.61,101.597,101.48,100.678,101.47,98.764,98.499,98.441,96.584,94.327,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Chalets,95.651,95.651,111.065,103.201,95.652,104.985,97.764,95.652,109.449,99.46,93.667,99.787,95.652,93.667,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Package Holidays,93.365,95.308,100.657,96.862,98.405,102.66,103.048,98.798,101.996,101.254,100.249,99.11,98.91,98.051,102.277,97.865,97.127,95.582,96.351,96.259,96.107,95.505,95.685,94.787,93.884,94.422,96.853,93.793,93.37,92.643,92.352,88.981,90.428,87.947,86.594,86.621,85.502,85.902,86.958,85.8,84.743,84.637,84.052,83.702,83.926,83.674,83.018,83.081,83.139,82.783,83.433,83.066,82.661,83.018,82.745,82.227,82.492,82.475,82.089,82.851,83.351,85.675,86.83,84.681,84.368,83.482,83.515,83.603,85.341,84.213,83.881,82.947,83.609,82.8,86.056,82.818,82.809,81.976,82.135,81.76,82.47,81.209,80.956,80.475,82.203,81.102,83.718,81.52,80.779,79.944,80.112,79.621,80.921,79.571,80.473,80.5,80.36,81.543
  Education,100.286,100.12,100.094,100.094,100.089,100.085,99.898,99.92,100.018,99.977,99.977,99.911,99.903,100.036,97.827,97.411,97.386,97.065,96.826,96.734,96.714,96.701,96.652,96.559,96.449,96.562,95.32,94.83,94.818,94.81,94.361,94.299,94.267,94.216,93.793,93.725,93.718,93.677,93.295,93.001,92.939,92.794,92.288,92.219,92.204,91.984,91.974,91.9,91.9,91.631,91.533,91.532,91.507,91.615,91.089,90.938,91.033,91.033,91.028,90.942,90.938,90.928,92.404,92.193,92.108,91.84,91.698,91.525,91.523,91.532,91.499,91.398,91.398,91.453,90.331,90.335,90.344,90.098,89.809,89.5,89.368,89.379,89.342,89.188,89.162,88.745,87.642,87.646,87.646,87.629,87.709,87.437,86.869,86.819,86.808,86.638,86.637,86.368
"    General, Vocational & Higher Education",99.631,99.429,100.12,100.12,100.12,100.12,99.847,99.883,99.982,99.982,99.982,99.891,99.878,100.076,98.365,98.365,98.364,98.363,98.007,97.905,97.897,97.901,97.869,97.746,97.734,97.907,97.775,97.775,97.775,97.775,97.098,97.008,96.999,96.999,96.357,96.286,96.286,96.233,96.045,96.045,96.043,95.995,95.232,95.151,95.142,95.141,95.132,95.056,95.056,94.661,94.961,94.961,94.961,95.169,94.7,94.52,94.531,94.531,94.523,94.398,94.398,94.455,97.007,97.007,96.986,96.986,96.774,96.52,96.465,96.464,96.429,96.256,96.256,96.337,95.472,95.472,95.472,95.469,94.986,94.762,94.507,94.507,94.494,94.289,94.284,93.776,92.5,92.5,92.5,92.497,92.629,92.181,91.464,91.466,91.455,91.185,91.185,90.753
      Primary Education,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.856,99.856,99.856,99.856,99.856,99.856,99.856,99.856,99.856,99.856,99.856,99.856,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602,100.602
      Secondary Education,100.565,100.565,100,100,100,100,100,100,100,100,100,100,100,100,99.957,99.957,99.957,99.957,99.957,99.957,99.957,99.957,99.957,99.957,99.957,99.957,101.116,101.116,101.116,101.116,101.116,101.116,101.116,101.116,101.116,101.116,101.116,101.116,101.103,101.103,101.103,101.103,101.103,101.103,101.103,101.103,101.103,101.103,101.103,101.103,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,101.07,100.544,100.544,100.544,100.544,100.544,100.544,100.544,100.544,100.544,101.085,101.085,101.085,100.765,100.765,100.765,100.765,100.765,100.765,100.765,100.765,100.765,101.318,101.318,101.318,101.172,101.172,101.172,101.172,101.172,101.172,101.172,101.172,101.172,101.172,101.172,101.172
      Post-Secondary (Non-Tertiary) Education,100.523,100.523,100,100,100,100,100,100,100,100,100,100,100,100,99.899,99.899,99.899,99.899,99.777,99.777,99.777,99.777,99.777,99.73,99.688,99.688,100.345,100.345,100.345,100.345,100.32,100.32,100.32,100.32,91.342,91.342,91.342,91.342,91.112,91.112,91.112,91.112,91.112,91.112,91.112,91.112,91.112,91.047,91.047,91.047,88.746,88.746,88.746,91.047,91.047,91.047,91.587,91.587,91.587,92.106,92.106,92.106,91.843,91.843,91.531,91.531,91.531,91.531,91.531,91.531,91.531,91.784,91.784,91.784,91.544,91.544,91.544,91.544,91.544,91.544,91.544,91.544,91.544,91.868,91.868,91.868,91.477,91.477,91.477,91.477,91.477,91.477,91.477,91.477,91.477,91.353,91.353,91.353
      Polytechnic Education,100.305,100.305,100.305,100.305,100.305,100.305,100.305,100.305,100.305,100.305,100.305,99.085,99.085,99.085,98.949,98.949,98.949,98.949,98.949,98.949,98.949,98.949,98.949,97.879,97.879,97.879,97.879,97.879,97.879,97.879,97.879,97.879,97.879,97.879,97.879,96.829,96.829,96.829,96.829,96.829,96.829,96.829,96.829,96.829,96.829,96.829,96.829,95.92,95.92,95.92,95.92,95.92,95.92,95.92,95.92,95.92,95.92,95.92,95.92,93.688,93.688,93.688,93.688,93.688,93.688,93.688,93.688,93.688,93.688,93.688,93.688,90.387,90.387,90.387,90.388,90.388,90.388,90.388,90.388,90.388,90.388,90.388,90.388,87.129,87.129,87.129,87.129,87.129,87.129,87.129,87.129,87.129,87.129,87.129,87.129,83.772,83.772,83.772
      Other Education,99.354,99.076,100.141,100.141,100.141,100.141,99.766,99.816,99.952,99.952,99.952,99.921,99.903,100.175,97.914,97.914,97.911,97.91,97.44,97.303,97.293,97.299,97.256,97.187,97.174,97.407,97.002,97.002,97.002,97.002,96.093,95.972,95.958,95.958,95.861,95.856,95.856,95.785,95.553,95.553,95.55,95.485,94.456,94.347,94.335,94.334,94.321,94.304,94.304,93.773,94.376,94.376,94.376,94.459,93.828,93.586,93.555,93.554,93.544,93.526,93.526,93.601,97.113,97.113,97.113,97.113,96.827,96.484,96.412,96.409,96.361,96.343,96.343,96.452,95.429,95.429,95.429,95.426,94.807,94.519,94.193,94.193,94.176,94.165,94.159,93.507,91.899,91.899,91.899,91.897,92.065,91.492,90.573,90.576,90.561,90.538,90.538,89.985
    Private Tuition & Other Educational Courses,101.667,101.573,100.027,100.027,100.013,100.013,100.007,99.998,100.098,99.968,99.968,99.961,99.961,99.961,96.702,95.435,95.361,94.399,94.391,94.312,94.275,94.23,94.147,94.117,93.825,93.822,90.316,88.824,88.787,88.785,88.781,88.77,88.714,88.562,88.562,88.5,88.477,88.458,87.674,86.777,86.595,86.246,86.24,86.188,86.159,85.492,85.48,85.409,85.409,85.379,84.481,84.479,84.4,84.312,83.654,83.552,83.821,83.821,83.821,83.81,83.798,83.653,83.017,82.374,82.157,81.364,81.359,81.345,81.44,81.471,81.441,81.483,81.483,81.485,79.933,79.942,79.965,79.34,79.352,78.906,78.969,78.997,78.923,78.846,78.786,78.51,77.65,77.659,77.659,77.62,77.62,77.618,77.298,77.168,77.159,77.141,77.137,77.118
    School Textbooks & Study Guides,100.765,100.765,100.583,100.583,100.583,99.905,99.905,99.905,99.905,99.905,99.905,99.608,99.608,99.608,99.077,99.077,99.077,98.669,98.669,98.669,98.389,98.389,98.289,98.12,97.609,97.609,97.298,97.298,97.298,96.594,96.594,96.594,95.958,95.958,95.958,95.958,95.958,95.958,95.958,95.958,95.958,96.073,96.073,96.158,96.158,96.158,96.158,96.158,96.158,96.158,96.123,96.123,96.123,96.123,96.123,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,96.2,95.529,95.529,95.529,95.727,95.727,95.727,95.727,95.727,95.727,96.306,96.306,96.306,96.306,96.306,96.306,96.131,96.131,96.131,96.131,96.131,96.131,96.557,96.557,96.557,96.557,96.557,96.557,95.873,95.873,95.873,95.873,95.873,95.873
  Miscellaneous Goods & Services,100.143,100.145,99.838,99.826,100.047,99.545,100.214,99.897,99.455,99.95,100.36,100.269,100.622,99.975,98.667,99.096,99.206,98.592,99.251,99.255,98.652,98.756,98.63,98.754,98.087,97.274,96.507,96.43,96.027,96.146,95.341,95.428,95.653,95.405,95.733,95.933,95.587,95.228,95.357,94.949,95.089,95.233,95.022,94.869,95.135,95.267,95.474,95.522,95.384,95.267,95.297,94.958,95.593,95.453,95.072,95.513,95.213,95.511,95.737,96.565,96.762,96.761,96.697,96.649,96.902,96.875,96.907,97.14,97.053,96.882,96.588,96.798,96.79,96.901,96.466,96.422,96.684,96.703,96.79,96.813,96.731,96.639,96.694,96.944,95.548,95.681,95.094,95.079,95.589,95.621,95.636,95.875,95.555,95.502,96.178,95.99,95.172,95.177
    Personal Care,100.682,100.843,100.054,99.907,99.789,99.492,100.67,99.916,99.31,100.073,100.149,99.976,100.728,99.935,99.202,98.944,99.496,98.629,99.417,99.187,98.071,98.375,98.447,98.117,98.486,98.116,96.88,96.694,96.17,96.615,95.534,95.914,95.614,94.813,94.997,94.87,94.478,93.98,93.894,93.558,93.797,93.481,93.064,93.386,93.761,94.022,94.541,94.802,94.721,94.25,94.87,94.386,95.197,95.139,94.699,95.298,94.863,95.218,95.604,96.357,95.949,96.009,95.439,95.273,95.755,95.298,95.423,95.783,95.635,95.166,94.878,95.175,95.129,95.392,94.729,94.588,94.911,94.917,95.029,95.003,94.74,94.557,94.404,94.833,94.491,94.985,94.126,93.902,94.719,95.015,95.029,95.541,94.869,94.665,95.791,95.56,94.449,94.721
      Hairdressing & Personal Grooming Services,100.179,101.788,100.103,100.103,100.103,100.149,100.149,100.107,99.76,99.76,99.76,99.822,99.962,100.221,97.584,97.584,97.584,97.303,97.303,97.25,96.91,96.91,96.878,96.753,96.615,97.519,94.697,94.319,94.185,94.141,94.103,93.79,93.024,92.929,92.887,92.567,92.784,92.419,92.379,92.405,92.453,92.701,92.701,92.701,92.701,92.701,92.701,92.558,92.558,92.558,92.506,92.506,92.506,92.506,92.506,92.43,92.43,92.43,92.43,92.43,92.43,92.368,92.368,92.368,92.368,92.182,92.182,92.182,91.964,91.964,91.964,91.964,91.964,91.923,91.306,91.306,91.306,91.306,91.306,91.306,91.681,91.681,91.681,91.666,91.488,91.488,91.419,91.419,91.419,91.687,91.687,91.687,91.635,91.635,91.594,91.594,91.447,91.447
      Electric Appliances For Personal Care,98.187,98.222,96.674,97.877,106.801,102.883,99.098,100.994,102.906,97.768,99.354,97.663,96.561,101.422,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
"      Other Appliances, Articles & Products For Personal Care",101.197,100.135,100.133,99.813,99.273,98.813,101.168,99.716,98.8,100.421,100.507,100.19,101.527,99.639,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Alcoholic Beverages & Tobacco,99.643,98.96,99.08,100.269,100.775,99.08,99.582,100.492,100.2,99.711,100.535,100.128,99.969,100.179,98.229,98.719,98.894,98.332,98.413,99.119,98.519,98.77,97.956,98.151,93.924,90.34,89.021,88.948,89.047,88.822,88.656,88.715,89.065,88.662,88.686,88.438,87.532,87.138,87.301,87.326,87.439,87.403,87.599,87.235,87.601,87.732,87.514,87.686,87.475,87.555,87.71,87.452,87.572,87.322,87.481,87.567,87.333,87.76,87.757,87.57,87.462,87.705,87.855,87.997,87.99,88.608,88.5,88.437,88.57,88.485,88.479,88.808,88.668,88.64,88.361,88.645,88.93,88.75,88.864,88.95,88.975,88.909,89.162,89.175,84.213,83.544,83.409,83.778,83.854,83.871,83.741,83.722,84.201,84.113,84.195,83.846,83.681,83.461
      Alcoholic Beverages,99.099,97.377,97.68,100.679,101.954,97.681,98.946,101.24,100.504,99.271,101.35,100.324,99.922,100.451,100.729,102.648,103.328,101.13,101.448,104.213,101.861,102.846,99.657,100.419,97.991,96.522,98.298,98.013,98.404,97.519,96.871,97.1,98.473,96.894,96.99,96.016,96.363,94.823,95.46,95.559,96,95.859,96.628,95.201,96.636,97.148,96.296,96.968,96.138,96.455,97.06,96.051,96.521,95.543,96.163,96.499,95.584,97.258,97.243,96.513,96.092,97.043,97.631,98.187,98.158,100.58,100.153,99.908,99.84,99.504,99.484,100.841,100.435,99.794,98.932,100.255,101.529,100.683,101.224,101.628,101.743,100.876,102.068,101.815,100.734,101.7,101.066,102.804,103.162,103.245,102.631,102.539,104.797,104.382,104.913,103.89,104.014,103.102
      Tobacco,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.372,97.372,97.372,97.372,97.372,97.372,97.372,97.372,97.372,97.372,92.529,88.22,85.839,85.839,85.839,85.839,85.839,85.839,85.839,85.839,85.839,85.839,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.503,84.706,84.706,84.706,84.681,84.631,84.815,84.695,84.698,84.716,84.716,84.716,84.716,84.716,84.865,84.865,84.948,78.997,77.897,77.897,77.897,77.897,77.897,77.897,77.897,77.897,77.897,77.858,77.692,77.451,77.418
    Other Personal Effects,98.029,98.135,98.787,98.168,99.74,98.778,99.033,99.53,99.935,101.277,103.141,101.069,101.165,99.378,97.778,100.681,99.533,98.974,100.564,100.489,99.91,99.38,99.179,100.928,100.092,99.946,100.162,100.35,100.393,100.162,98.58,97.82,99.219,100.538,99.746,99.887,99.866,99.552,100.572,99.329,99.364,100.628,100.874,98.443,96.696,96.588,96.773,96.333,96.391,97.304,95.216,94.842,96.193,95.767,94.579,95.396,95.095,95.428,95.663,98.691,101.373,100.967,101.173,101.239,101.358,101.861,101.798,102.221,101.992,102.432,101.487,101.558,101.794,101.726,101.348,101.054,101.289,101.726,101.753,101.723,102.142,102.252,102.788,103.077,102.799,103.13,102.486,102.605,103.272,102.186,102.484,102.425,101.736,102.282,102.956,103.045,101.389,100.746
      Jewellery & Watches,101.713,101.107,100.808,95.613,97.823,100.507,97.107,100.941,100.933,101.639,102.363,101.148,101.037,100.082,102.276,102.276,102.276,100.441,100.441,100.855,95.764,95.764,95.764,98.351,98.087,98.441,97.914,97.387,97.221,97.92,95.168,92.328,97.187,97.106,96.016,98.428,98.845,100.55,100.734,100.452,100.059,100.279,101.496,101.496,101.595,101.007,101.297,99.036,99.328,99.328,99.328,99.597,99.976,102.457,102.457,102.457,100.178,100.178,100.178,103.799,103.799,103.799,103.503,103.503,103.503,103.503,103.503,103.886,103.503,103.503,103.35,103.139,103.139,102.805,102.908,102.908,102.908,102.318,102.318,102.318,103.265,103.265,103.265,105.77,105.77,105.77,105.77,105.77,105.77,105.529,105.529,105.529,105.529,105.529,105.529,105.241,105.241,105.241
      Devotional Articles & Articles For Religious & Ritual Celebrations,99.409,99.409,99.409,99.409,99.409,99.409,100.675,100.675,100.169,100.169,100.169,100.169,100.169,100.169,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
      Other Personal Effects Nec,96.535,96.903,97.99,98.829,100.451,98.08,99.411,98.853,99.554,101.343,103.914,101.196,101.379,99.003,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
    Social Services,100.854,100.854,100.548,100.548,100.548,100.037,100.037,100.037,99.851,99.851,99.851,99.565,99.565,99.565,99.272,99.272,99.272,99.004,99.004,99.373,99.487,99.487,99.487,99.374,99.374,99.209,100.569,100.569,100.569,100.102,100.102,100.102,100.627,100.627,100.627,100.627,100.627,100.627,99.887,99.887,99.887,99.887,99.887,99.665,101.849,101.849,101.849,101.849,101.849,101.849,102.777,102.777,102.777,102.786,102.786,102.823,102.823,102.823,102.823,102.823,102.318,102.318,105.677,105.664,105.664,105.862,105.862,105.862,105.862,105.862,105.862,105.862,105.862,105.862,105.813,105.813,105.813,105.813,105.813,105.813,105.335,105.335,105.335,105.335,105.335,105.335,103.868,103.868,103.868,103.868,103.868,103.578,103.578,103.578,103.578,103.578,103.578,103.479
    Other Miscellaneous Services,100.457,100.459,100.384,100.316,100.25,100.477,100.474,99.63,98.723,98.734,98.734,100.843,100.833,100.601,98.156,98.156,98.156,98.187,98.215,98.161,99.105,99.105,99.162,98.963,98.953,98.944,98.632,98.594,97.343,97.343,97.379,97.501,97.938,97.897,100.546,102.592,102.592,102.592,102.675,102.336,102.33,103.045,102.454,103.601,105.108,105.108,104.833,104.567,104.038,103.669,103.669,103.669,103.669,103.669,103.669,103.669,103.669,103.669,103.669,103.669,103.669,103.641,103.641,103.628,103.628,103.628,103.628,103.628,103.628,103.628,103.628,103.622,103.622,103.61,103.624,103.624,103.624,103.624,103.624,103.797,103.797,103.797,103.797,103.726,103.654,103.64,103.629,103.576,103.493,103.722,103.709,103.709,103.688,103.661,103.651,103.648,103.678,103.761
  Food & Beverage Serving Services,100.747,100.628,100.457,100.368,100.335,100.021,100.076,100.006,99.989,99.924,99.89,99.736,99.714,99.484,97.789,97.487,97.22,97.012,96.814,96.701,96.545,96.307,96.129,95.663,95.378,95.053,93.738,93.497,93.038,92.658,92.162,91.586,90.827,90.03,89.447,88.651,87.968,87.521,87.044,86.875,86.743,86.626,86.533,86.291,86.213,86.092,86.023,85.878,85.824,85.721,85.613,85.516,85.382,85.228,85.198,85.151,85.093,85.049,85.036,84.97,84.822,84.699,84.503,84.373,84.305,84.261,84.223,84.061,83.978,83.887,83.778,83.7,83.528,83.371,83.012,82.929,82.866,82.83,82.779,82.673,82.564,82.504,82.43,82.185,82.057,81.919,81.851,81.722,81.63,81.484,81.44,81.424,81.334,81.246,81.153,81.021,80.875,80.806
